id,text,anger,fear,joy,sadness,surprise
eng_train_track_a_01035,It also hurts to turn my neck in any direction.,0,1,0,1,0
eng_train_track_a_02535,"His grandparents used to live and farm there until they retired, but the land stayed in the family.",0,0,1,0,0
eng_train_track_a_02066,"**Elderly man**: Well, there's a lot of them colored folks working there, and I just didn't feel safe leaving it with them.",1,1,0,1,0
eng_train_track_a_00744,"She had a fish tank with two fish, a bottom feeder and an angel fish.",0,0,1,0,0
eng_train_track_a_00859,I shut my eyes and let the tears take over.,0,0,0,1,0
eng_train_track_a_00574,"Then, we issued the first strike.",1,1,0,0,0
eng_train_track_a_01790,"And this tradition keep on, every time billy made it to class we would clap and cheer :) until he died.",0,0,1,1,0
eng_train_track_a_02551,"They strapped some thing ( yes, that's a technical term ) around my belly that monitors the baby's heartbeat and contractions ( which I was unaware of at the time, but found out about later. )",0,1,0,0,0
eng_train_track_a_01889,I silently sneak out to investigate its source......,0,1,0,0,1
eng_train_track_a_01533,We walked every aisle and I had so many ideas pop into my head.,0,0,1,0,0
eng_train_track_a_01114,Anyway we've been married almost nine years.,0,0,1,0,0
eng_train_track_a_00988,Needless to say I was kind of scared.,0,1,0,0,0
eng_train_track_a_01565,I'd never known a feeling so painful.,0,1,0,1,0
eng_train_track_a_01069,"I approach him start to speak... `` Excuse me... what where Annie's last... '', and before I could get ` working hours ' out of my mouth, a celeberty young artist of 24 stalks in, her name is Silvery White.",0,0,0,0,1
eng_train_track_a_02613,"In one dream, I was pulling those long, white, stringy, watery stir-fry type vegetables out of my chest.",0,1,0,1,1
eng_train_track_a_01446,They were dancing to Bolero.,0,0,1,0,0
eng_train_track_a_02507,This girl faked a miscarriage.,1,1,0,1,1
eng_train_track_a_01192,Instead I have to go down there to find them all drinking.,1,0,0,0,0
eng_train_track_a_02144,The slight cardio made my lungs burn with pain.,0,1,0,0,0
eng_train_track_a_01279,"I never saw that thing again, because evidently it was ""stolen"".",1,1,0,0,1
eng_train_track_a_00844,It won't close.,1,1,0,0,0
eng_train_track_a_01734,The second turned out to be clinically depressed.,0,1,0,1,0
eng_train_track_a_02537,I remember saying 'Dad?'.,0,1,0,1,1
eng_train_track_a_00031,The rattling in my brain clogs my nose.,0,1,0,1,0
eng_train_track_a_00142,My jaw nearly dropped.,0,0,0,0,1
eng_train_track_a_01497,"let the masses who see my face, start speaking my name in harsh tones and cast-down eyes.",1,1,0,1,1
eng_train_track_a_00279,She commented on everything that went into my mouth.,1,0,0,0,0
eng_train_track_a_02728,I closed my eyes as I took in a deep breath.,0,0,1,0,0
eng_train_track_a_01290,I think my eyes shut immediately after my head hit that pillow.,0,0,1,0,0
eng_train_track_a_00753,"That boy, who was probably very mentally ill,  had just been stabbed god knows how many times.",1,1,0,1,1
eng_train_track_a_02600,I want to face turmoil or something tragic.,0,1,0,1,0
eng_train_track_a_01770,"Stripper, abusive exes, criminal past.",1,1,0,1,0
eng_train_track_a_02675,Late yesterday afternoon my shoulder began to ache.,0,1,0,0,0
eng_train_track_a_00245,Awkward lunch time... sometimes I think my mouth just kinda glues shut on me.,0,1,0,1,0
eng_train_track_a_00280,I felt a gun pressed against my forehead and looked up.,0,1,0,0,1
eng_train_track_a_00260,plus my knees look more hardcore in black and blue.,0,0,1,0,0
eng_train_track_a_00419,I was so eager and excited to leave to the point I had butterflies in my stomach.,0,0,1,0,0
eng_train_track_a_02316,One jumped on my leg and bit me.,1,1,0,0,1
eng_train_track_a_00508,I just wanted him to feel how crappy it was to be robbed.,1,1,0,0,0
eng_train_track_a_01774,I had soup and applesauce with pudding for dessert.,0,0,1,0,0
eng_train_track_a_00914,Lots of profanity and screaming.,1,1,0,0,0
eng_train_track_a_00562,Hoping this isn't too late to post.,0,1,0,1,0
eng_train_track_a_02591,"I am not a car person, and could care less if a car is clean, but every surface on this car seemed to sparkle with cleanliness.",0,0,1,0,1
eng_train_track_a_02374,This other guy seemed obsessed with this floor and talked about going up there and finding this ghost.,0,1,0,0,1
eng_train_track_a_02639,Actually we just used some giftcards we got for Christmas but that doesn't mean I wasn't swept off my feet.,0,0,1,0,0
eng_train_track_a_02225,My jaw dropped and apparently the look of horror on my face was priceless.,0,1,0,0,1
eng_train_track_a_01783,she ate most of the sandwich then threw it back at my head.,1,1,0,0,0
eng_train_track_a_02061,Key then hit me on the side of my head.,1,1,0,0,1
eng_train_track_a_00439,"Friend is gay, one of his freshman roommates tried to kill him by putting isopropyl alcohol in his vodka.",1,1,0,1,1
eng_train_track_a_00293,"I just happened to hold the stresses and frustrations ( that most kids probably have with school, parents, new friends ) in my eyes.",0,1,0,1,0
eng_train_track_a_00911,"But I get beyond that tired stage, and can't close my eyes later.",0,1,0,1,0
eng_train_track_a_00598,"Needless to say, we were gone that day.",0,1,0,0,1
eng_train_track_a_01662,My mom wanted us just to spite my dad.,1,1,0,1,0
eng_train_track_a_00217,"Last night I walked into my room ( without turning on the light switch ) and tripped over a laundry basket, and fell on my face.",0,1,0,1,1
eng_train_track_a_01463,"Turns out this big lug was basically 90% heart, 5% muscle, 5% brain.",0,0,1,0,1
eng_train_track_a_02487,"Well, I started to realize that it wasn't going to work out in the long run (surprise, surprise) and so I broke it off with her as gently as possible.",1,1,1,1,1
eng_train_track_a_01592,I pretty much spent my whole entire New Year's crying my eyes out.,0,0,0,1,0
eng_train_track_a_01857,I drew my robes around me tightly as my legs kept walking to no particular destination.,0,1,0,1,0
eng_train_track_a_00235,Weird guy to say the least,0,1,0,0,1
eng_train_track_a_00319,"I tried my best to keep my revulsion hidden, for things like that tend to turn my stomach, especially when the vendors claim that it is art.",0,1,0,1,0
eng_train_track_a_02428,""" Those little blonde kids!",0,0,0,0,1
eng_train_track_a_01403,He pulls out a switchblade and cuts the side of my mouth.,1,1,0,1,0
eng_train_track_a_02387,... but my head still throbs because eventually I had to get up.,0,1,0,1,0
eng_train_track_a_01498,My balls hurt so badly that I could barely even walk.,0,1,0,1,0
eng_train_track_a_00155,"Every movement of the body below my waist caused pain, in such a way that I could anticipate it and, with a bit of understanding, even cope.",0,1,0,1,0
eng_train_track_a_02058,Please stop stealing our dogs!,1,1,0,1,0
eng_train_track_a_01551,it was sweet but when i woke up it taste bitter got some tears in my eyes.,0,0,0,1,0
eng_train_track_a_00099,"However, I made sure to take a few swishes of water just so my mouth felt like it got a lot of moisture.",0,0,1,0,0
eng_train_track_a_01549,How often has this been available in the past and I hadn't known and ended up with a kink in my neck?,1,1,0,0,0
eng_train_track_a_00699,"I cried, every time.",0,0,0,1,0
eng_train_track_a_01391,Unfortunately this one did not end the same way ours ended.,0,0,0,1,1
eng_train_track_a_01328,It used its claws to tear my living room couch to shreds.,1,1,0,1,1
eng_train_track_a_02604,He was so very sad.,0,0,0,1,0
eng_train_track_a_01981,My heart is heavy for the Haitian government.,0,0,0,1,0
eng_train_track_a_00182,"This is typical, as they need to justify their existence.",1,0,0,0,0
eng_train_track_a_00948,"The assault ended abruptly, the pistol dropped from my hands and hit the soggy grass with a heavy thump.",1,1,0,1,1
eng_train_track_a_00175,"I could hardly believe that after all this time, after so many seasons spent reaping despair, he was finally here, in my arms.",0,0,1,0,0
eng_train_track_a_00685,another thing that bothers me is that sometimes i stick my neck out for people at work and i do nt even get a thank you.,1,0,0,0,0
eng_train_track_a_01652,It disconnected and teetered away from us.,0,1,0,1,1
eng_train_track_a_00079,"but my heart pounded in my chest and i couldnt breath, couldnt even look at him.",0,1,0,0,0
eng_train_track_a_01407,"Something went horribly wrong at the first one and I found my head empty, my thoughts run away.",0,1,0,1,0
eng_train_track_a_02099,Over two hours gone.,0,1,0,1,1
eng_train_track_a_02470,"Everything is incredibly far away, and Earth is so very small.",0,1,0,1,1
eng_train_track_a_01142,The whole bathroom was very elegant and nicely decorated.,0,0,1,0,0
eng_train_track_a_00883,Got caught with a shitload of mary jane.,1,1,0,1,1
eng_train_track_a_02626,Not even a detention.,1,0,0,0,1
eng_train_track_a_01908,The spring sun was just rising and his car was already ripping down the highway.,0,1,1,0,1
eng_train_track_a_01413,I remember waiting for him to fall down.,1,1,0,0,0
eng_train_track_a_02745,Only to be horrified.,0,1,0,1,1
eng_train_track_a_00643,After about 30 seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my car's key less entry thingie.,0,0,1,0,1
eng_train_track_a_02762,She had been lucid.,0,0,0,0,1
eng_train_track_a_01057,I fought back the tears coming to my eyes.,0,1,0,1,0
eng_train_track_a_01153,"It was a good part time job, with flexible hours and great people to work with.",0,0,1,0,0
eng_train_track_a_01930,The waitress had physical therapy experience and prepared a nice bag of ice for my ankle and the beer was FANTASTIC!,0,0,1,0,0
eng_train_track_a_01354,You've clearly been to hell and back.,0,1,0,1,0
eng_train_track_a_00365,I have never been so embarrassed.,0,1,0,1,0
eng_train_track_a_02405,`` My eyes widened.,0,1,0,0,1
eng_train_track_a_00788,"After those few seconds, I waved one hand at it in a friendly manner, it then changed light pattern and hovered away behind my house.",0,1,1,0,1
eng_train_track_a_01199,"He went and cried, literally cried, to the guidance counselor.",0,0,0,1,1
eng_train_track_a_01406,JUST STOP IT ALREADY!,1,1,0,0,0
eng_train_track_a_01609,"Oh my god, okay.",0,1,1,0,1
eng_train_track_a_00349,"Of course, he realizes what she actually said after the fact.",0,0,1,0,1
eng_train_track_a_00567,"It is a huge property with an 1850's settlement house, large interpretive/nature center, replica native american village, and about 100 acres of old growth oak forrest with hiking trails.",0,0,1,0,1
eng_train_track_a_02321,"You know, in case he fucking died.",1,1,0,0,1
eng_train_track_a_00370,"Broke up a bit later, pretty sure she was/is bipolar.",1,1,0,1,0
eng_train_track_a_01485,"I think I could've laughed my head off that night, except that I had to keep my head in place so I could laugh some more, haha.",0,0,1,0,0
eng_train_track_a_02747,"Two words came out of my mouth `` Piss off '' I was staying at my friends on the week of my 18th, just because his parents had gone on holiday and we were getting drunk everyday.",1,0,0,0,0
eng_train_track_a_01581,echoing cruelly in my ears.,1,1,0,1,0
eng_train_track_a_02354,Needless to say I never called him back.,1,0,0,0,0
eng_train_track_a_02208,I though nothing of it until I turned out the lights.,0,1,0,0,1
eng_train_track_a_00951,Right behind the log.,0,1,0,0,0
eng_train_track_a_00507,"But she doesn't know how much I ache whenever she touches me with those hands, those eyes, those lips, that ache that connects my heart, my gut, and my cunt in one fell swoop.",1,0,0,1,0
eng_train_track_a_02273,"the few movies that i have watched since then, i cried my eyes out.",0,0,0,1,0
eng_train_track_a_02122,On the way out I banged my head against the gate.,1,1,0,0,1
eng_train_track_a_00238,My heart starts pounding as my eyes scroll up the dress and it was Scarlett.,0,1,0,0,1
eng_train_track_a_01598,My ex is always accidentally offensive like that.,1,0,0,1,0
eng_train_track_a_00869,I still can't figure it out.,0,1,0,1,1
eng_train_track_a_01733,"He did-only he didn't, well he did what I asked him to do but w / out realizing it he didn't spray the back of my arms and well nor did I. CRAP!",1,0,0,0,0
eng_train_track_a_00100,"Thankfully, he doesn't really hold grudges, so I think every day starts with a clean slate... Of course, like a normal human being, he has his limit, which I am trying REALLY REALLY hard to avoid reaching.Also, my throat is dry and hurting because I slept with my mouth wide open last night, and the two times I napped at the boy's house, I slept with it open, again.",0,1,0,0,0
eng_train_track_a_02263,My heart pounded as I held my breath when he pulled me into his arms and-- slammed his mouth into mine.,0,1,0,0,1
eng_train_track_a_01449,"One day, we lost all contact.",0,1,0,1,0
eng_train_track_a_01400,I just broke up with a girl I had been dating for a pretty long while.,0,1,0,1,0
eng_train_track_a_00165,"the next thing i knew, i felt this huge impact on my head, and then a few more after that.",0,1,0,0,1
eng_train_track_a_01931,"Then suddenly, she heard a strange thump; but looking around saw nothing.",0,1,0,0,1
eng_train_track_a_00006,"They don't fear death, and it seems they believe in reincarnation.",0,1,0,0,1
eng_train_track_a_01226,"At one point, I got pissed at Bryce for holding my hands back while my cell phone rang.",1,0,0,0,0
eng_train_track_a_01972,I close my eyes determined to find light every ray that shines through is blotted with the darkest of dark I hear a constant drumming.,0,1,0,1,0
eng_train_track_a_02004,"I seated some where, and just about to open my story book, my eye caught a glimpse of someone standing right do nt even know... Walk to library.",0,1,0,0,1
eng_train_track_a_00764,This idea has been crashing around in my head so I had no choice but to finally write something.,0,1,0,0,0
eng_train_track_a_00581,"The hand returned, a welcoming gesture, an unwelcome sensation.",1,1,0,1,1
eng_train_track_a_01007,It was hairless and covered in gray skin.,0,1,0,0,1
eng_train_track_a_01364,"`` That $ smell, '' I said softly, closing my eyes and feeling it rush over me as Xavier smiled down at me and shook his head slightly.",0,0,1,0,0
eng_train_track_a_02015,"Circus clown wallpaper, circus clown figurines, paintings of circus clowns, small statues of circus clowns.",0,1,0,0,1
eng_train_track_a_00738,"I thought it was beautiful, but I was pretty sure it was extensions since it was extraordinarily long.",0,0,1,0,1
eng_train_track_a_01788,"I crossed my arms, smiled, tilted my head, and said, `` I thought you were supposed to be in Austria? ''",0,0,1,0,0
eng_train_track_a_01855,My disbelief was outstanding.,0,0,0,0,1
eng_train_track_a_02152,As I walked through the waiting area I could not believe my eyes at what I saw.,0,0,0,0,1
eng_train_track_a_01448,He wasn't fucking with me either.,1,0,0,0,0
eng_train_track_a_02495,so we all stood up clapped and cheered!,0,0,1,0,1
eng_train_track_a_02478,"We were both interested in astronomy, so we'd often just sit on a bench, and literally stare into space.",0,0,1,0,0
eng_train_track_a_02624,"It was a dark, awful feeling.",0,1,0,1,0
eng_train_track_a_02667,"He stops, scribbling down my number all quick, takes my hand-OMG, it was like I stuck my hand in a socket... electric!!!",0,1,1,0,1
eng_train_track_a_00849,"Pooi Kit was driving recklessly and almost caused a major fatal accident, I can still remember the tailgate lights of the truck passing in front of my eyes and screeching sounds of the brakes.",1,1,0,0,1
eng_train_track_a_00931,"The dog barked more, whimpered and whined.",0,1,0,1,0
eng_train_track_a_01861,"and Christian fish bumper stickers, it caught my eye and made me grin.",0,0,1,0,1
eng_train_track_a_02708,`` The dead elf that lives in my head. '',0,1,1,1,1
eng_train_track_a_00073,i was walking around cursing the day in my head.,1,1,0,1,0
eng_train_track_a_02262,"This week, I've found myself on my knees, crying for no reason.",0,0,0,1,0
eng_train_track_a_00250,"My head poked out of the grass again, catching sight of the men nearing my position, only about fifteen yards.",0,1,0,1,0
eng_train_track_a_00557,I looked down to find five small white arrows piercing my chest.,0,1,0,1,1
eng_train_track_a_01038,Finally found out that I have bad whip lash and strained the tendons in my neck.,0,1,0,1,0
eng_train_track_a_00691,"then this foul stench hits my nose, like someone had taken a shit in a pair of socks and then worn them for a week straight.",1,0,0,0,0
eng_train_track_a_00027,"She said that I shouldn't do ANYTHING with my finger, not even type.",0,1,0,0,0
eng_train_track_a_02444,It felt as if this powerful force just knocked the wind out of me.,0,1,0,1,1
eng_train_track_a_00862,( Notice my toes have nail polish on-that was New Year's resolution # 21 $ ) Then Esm decorated the body tracing.,0,0,1,0,0
eng_train_track_a_00346,I closed my eyes and more tears glided down my cheeks.,0,0,0,1,0
eng_train_track_a_00444,He ran outside with it to find this man at the bottom of our driveway.,0,1,0,0,1
eng_train_track_a_02386,He knows what's happening and passes over a gel containing more than my average monthly dosage of caffeine and I pour the entire syrupy mixture down my throat.,0,1,0,0,0
eng_train_track_a_02094,"I got my first raspberry from a crowd surfer falling and my face hitting the monitor, battle wounds.",0,1,0,1,1
eng_train_track_a_00705,"blank I had a dull throbbing pain in my arm yesterday which i took painkillers for, but ended up waking up at 4:00 am this morning with it still in pain.",0,1,0,1,0
eng_train_track_a_01718,"Every single time I found a girl that I was interested in, they always ended up finding some creative way to break my heart.",1,0,0,1,0
eng_train_track_a_01993,I put a hand to my brow furrowed with worry and closed my eyes.,0,1,0,1,0
eng_train_track_a_01386,$2K+ gone right there.,1,1,0,1,1
eng_train_track_a_02260,When we get out the shape is gone.,0,1,0,0,1
eng_train_track_a_01654,some insulting some nice.,1,0,1,0,0
eng_train_track_a_01977,"I can't sing it in my head because I don't know the Japanese lyrics well enough, so it's a little frustrating.",1,1,0,0,0
eng_train_track_a_01975,"Nope, and they wouldn't let me leave the dog without paying.",1,1,0,0,1
eng_train_track_a_00840,"Long story short, we probably saw incoming meteorites with very steep angles of attack.",0,1,0,0,1
eng_train_track_a_02729,I liked the Trains better than the Refers.,0,0,1,0,0
eng_train_track_a_01827,My eyes were staring at the floor as I said this.,0,1,0,1,0
eng_train_track_a_02132,"I tilted my head to the side and smiled, `` I know you are.",0,0,1,0,0
eng_train_track_a_01829,My arms and legs saw sun for the first time in a long time.,0,0,1,0,0
eng_train_track_a_00527,I rolled my eyes.,1,0,0,0,0
eng_train_track_a_02078,It frames my face and makes me look rather clownish.,0,0,0,1,0
eng_train_track_a_00639,"I sat up, turned, and saw two glowing green eyes.",0,1,0,0,1
eng_train_track_a_02257,"I got a thousand dollars from my grandfather that he invested in me when I was born to get my feet on the ground and already, in one day, it is almost gone.",0,0,0,1,0
eng_train_track_a_02743,"I close my mouth in a fine line, remembering one line after another.",0,1,0,1,0
eng_train_track_a_00673,Until then I'm just a ghost in the shadows... A very odd ghost that knows her throwaway,0,1,0,1,1
eng_train_track_a_01405,She legged it back to house scared shitless.,0,1,0,0,1
eng_train_track_a_01009,"I sharted undigested bubble gum, you guys.",0,1,1,0,1
eng_train_track_a_01810,About 15 minutes later I got that feeling in my stomach.,0,1,0,0,0
eng_train_track_a_00584,What did I see?,0,1,0,0,1
eng_train_track_a_00183,Seemingly because the bartenders were very heavy handed.,1,0,0,0,0
eng_train_track_a_02501,"""  Nothing, we hear absolutely nothing.",0,1,0,0,1
eng_train_track_a_01472,Swerved the car so I would make it.,0,1,0,0,1
eng_train_track_a_02069,"I get cramps and aches in my shoulders when I'm even minutely out of position, just imagine what it's going to be like with a completely different seating system, not to mention an entirely new drive mechanism.",0,1,0,0,0
eng_train_track_a_02393,I noticed his eyes looked weird...scary.,0,1,0,0,1
eng_train_track_a_02715,"It took a while, my elbows were stiff, like no matter wich way i layed down my arms were killing me, i was sharing a bed with jamie.",0,1,0,1,0
eng_train_track_a_02227,`` I felt my eyelids swelling shut and the crack in my collarbone started to throb.,0,1,0,1,0
eng_train_track_a_00501,My ankle somehow blew up again ( I had a severe sprain in December as in my ankle literally did a 180 and somehow didn't break.,0,1,0,1,0
eng_train_track_a_01567,"He breathed on my face, nuzzled my hair with his nose and licked the top of my head.",0,0,1,0,0
eng_train_track_a_02110,""" and burst out laughing.",0,0,1,0,1
eng_train_track_a_02247,"I was mad and when I put my hands together, fire appeared and I threw it.",1,0,0,0,0
eng_train_track_a_01377,"A pink blob thing on a corveyor belt, it was really close, and slowly went away from me ( because it was on a corveyor belt ) I heard some background noise and knew I wasnt hallucinating it, someone was walking around in the kitchen so i took the ping pong balls off my eyes to not look crazy.",0,1,0,0,1
eng_train_track_a_02732,"They all bombarded me, pulling at my hair, repeatedly taunting me without rest... My chest began to tighten; that last of breath of air forced out of my lungs.",1,1,0,1,0
eng_train_track_a_01112,The bride floated down the aisle like a pageant queen.,0,0,1,0,1
eng_train_track_a_01145,There is so much going threw my head right now it's,0,1,0,0,0
eng_train_track_a_02580,I'm finally going to be going back to work... haven't been able to work because of my knee.,0,1,1,1,0
eng_train_track_a_01932,"Why was he angry with me?And now, about 24 hours later, I feel a stiffness in my neck, a weird sensation in my right arm.",1,1,0,0,0
eng_train_track_a_00431,"We all decided to calm down, we thought that it was probably something when your phone activates something, thats all.",0,1,0,0,1
eng_train_track_a_00852,He senses my fear he feels some power he brings up his had I cry and I cower He's out of control I let out a screech he strikes again like lightening tears stream down my cheek there's a flash in his eyes what I beg him to quit bruised swollen cheeks a fracture in my hip.,1,1,0,1,0
eng_train_track_a_01319,=D but i took the ones written on my hands one!,0,0,1,0,0
eng_train_track_a_00482,"My stomach felt a bit queasy all day yesterday so it was difficult for me to eat a lot, but I managed to have half a banana and a lot of water immediately after the race.",0,1,0,1,0
eng_train_track_a_02385,I shoved him once pretty hard and put my fists up for a brawl.,1,1,0,0,0
eng_train_track_a_02502,He never was coming.,1,1,0,1,0
eng_train_track_a_00763,I immediately pulled over and tried to grab him but he ran past me.,1,1,0,0,1
eng_train_track_a_00399,The next day the drain clogged up.,1,0,0,0,0
eng_train_track_a_00053,It felt so unreal...,0,1,0,0,1
eng_train_track_a_00149,It better not be for my parenting.,1,1,0,0,0
eng_train_track_a_02381,Any potential bride is warned:  The groomsmen gifts will be swords.,0,1,0,0,1
eng_train_track_a_02538,This is how we found out why all freshman year we were both greeted by people we didn't know calling us the wrong name.,0,0,0,0,1
eng_train_track_a_00068,The effect was a feeling I've described as running my hand along a cheese grater.,0,1,0,1,0
eng_train_track_a_01203,"When I pulled her back in, her hand went to the perfect spot on my chest.",0,0,1,0,0
eng_train_track_a_01843,"There was a known, violent mentally-ill person named ""Chop"" in a neighborhood I worked in.",0,1,0,0,1
eng_train_track_a_00268,"I pulled it up, still heard the gushing sound, so I turned my head, and the other one stopped immediately.",0,1,0,0,0
eng_train_track_a_00715,"Brushing myself off, I ate one of the apples I had It wasn't until I felt cold that a hand touched my shoulder and caused me to jump.",0,1,0,0,1
eng_train_track_a_01249,I looked down only to see a flashing red light buried in the dirt under my feet.,0,1,0,0,1
eng_train_track_a_02049,There was that one night while sleeping in that nice riad when I felt a tickle at the back of my neck.,0,1,0,0,1
eng_train_track_a_01338,"I snapped my phone shut, clenching my fist around it tightly.",1,0,0,0,0
eng_train_track_a_01337,My car door was still open so running into the street after it like a moron i tried getting into the car and winded up missing and getting stuck half in the car and half out getting drug across the street and finally ending up in someones yard when the car came to a stop after rolling over my foot with the tire.,1,1,0,1,1
eng_train_track_a_00666,"""Jeff what is that?",0,1,0,0,1
eng_train_track_a_00547,I hollered but nobody came to see it.,1,1,0,1,1
eng_train_track_a_01394,"It is a relief to be able to write about the things that go on in my head, as well as the things that go on in my life on a daily basis.",0,0,1,0,0
eng_train_track_a_02242,"The two weeks in that box, though I was bored out of my skull, were easy as far as my magic was concerned.",0,0,0,1,0
eng_train_track_a_00023,I took offense to this because as a supervisor I wanted my team to be in good spirits and wanted them to love coming in to work and doing good things for the mission.,1,0,0,0,0
eng_train_track_a_01402,"I watched her live her mid-life, raise her children and then grow old.",0,0,1,1,0
eng_train_track_a_00316,"I met my best female friend on omegle, she lives 3000 miles away from me and we have never met.",0,1,1,0,1
eng_train_track_a_00967,I'll never forget the bitch-death-glare she shot me.,1,1,0,0,0
eng_train_track_a_01477,I get real scared now.,0,1,0,0,0
eng_train_track_a_02704,It seemed so arbitrary.,0,1,0,1,1
eng_train_track_a_01371,"And this charming, gorgeous, blonde struck up a conversation with me.",0,0,1,0,1
eng_train_track_a_00462,"I heard and felt my rib give where it was recently cracked, and I'm pretty certain it cracked again.",0,1,0,1,0
eng_train_track_a_02695,I COULD NOT do it!,1,1,0,0,1
eng_train_track_a_00094,"After dragging myself through all of those sets, my stomach being upset, and my body feeling entirely fatigued $ the LAST thing I wanted to do was hop on the treadmill for some incline walking.",0,1,0,1,0
eng_train_track_a_02303,I turned my head to oncoming headlights.,0,1,0,0,0
eng_train_track_a_01168,"Everyone was rather distraught, as he was widely liked and respected.",0,1,0,1,0
eng_train_track_a_00043,I've never met any of the other members but we all send each other x-mas cards &amp; random stuff.,0,0,1,0,1
eng_train_track_a_00340,Twice I got it in my hands but it slipped out and bashed itself into the window again.,1,1,0,0,0
eng_train_track_a_01611,I loved watching the planes fly over us and then this one plane was somehow flying in reverse direction.,0,0,1,0,1
eng_train_track_a_00185,My pride hurt worse than my leg did.,1,0,0,1,0
eng_train_track_a_02669,It's the feeling of injecting crap into my veins and feeling my soul being sucked slowly through the needle drinking from my arm like a giant mosquito that I loathe.,1,1,0,1,0
eng_train_track_a_01599,He makes me do these things where my arms are on a bench and I drop down.,1,1,0,0,0
eng_train_track_a_01830,"We hit something as we slide into the side of the road, my eyes flashed open and the car took flight into the trees, now straight ahead of us.",0,1,0,1,1
eng_train_track_a_00604,I've never gone back.,0,1,0,1,0
eng_train_track_a_00102,The silence cupped my ears where it was all I could see and hear.,0,1,0,1,0
eng_train_track_a_01517,I stomped my foot in anger.,1,0,0,0,0
eng_train_track_a_00285,so stop shoving shit down my throat and into my head.,1,1,0,0,0
eng_train_track_a_00913,"One day, I ask Jane for her cell number.",0,1,1,0,0
eng_train_track_a_00651,Don't mess with my orange juice.,1,0,0,0,0
eng_train_track_a_00327,"I tried to punch him, but my arms were tied behind my back.",1,1,0,0,0
eng_train_track_a_01766,My radio was turned on very loud and I used rock music to keep my eyes open.,0,1,1,0,0
eng_train_track_a_00348,That's pretty creepy.,0,1,0,0,1
eng_train_track_a_00834,"My shoulder, neck and wrist have started aching all the time.",0,1,0,1,0
eng_train_track_a_00804,"Signet Ring No. 1: I was about 13-14, stupidly shaking my hand, and it flew off, into the gutter outside Forsbergs ' house on Glover Rd..",0,1,0,1,1
eng_train_track_a_01454,"However, there is someone else who's trying to win my heart.",0,1,1,0,0
eng_train_track_a_00271,Scary going up but terrifying going down into awful LA traffic.,0,1,0,0,0
eng_train_track_a_00060,"And then we have the ultimately retarded `` Spanish Lesson '' ( which I kind of like because it's so entertainingly bad ) and `` Incredible, '' which just flat-out gets on my nerves.",1,0,0,0,0
eng_train_track_a_01174,We cleaned up another 15-20 litres of wine and finished up by the boys lifting the flagon to my mouth while I sculled the last litre or so.,0,0,1,0,0
eng_train_track_a_02264,i run the rough side of my hand down my stomach the way that you did.,0,0,1,0,0
eng_train_track_a_00916,His front end was completely smashed in.,0,1,0,1,1
eng_train_track_a_00258,"I didn't notice either that I was still sitting on the floor, the rug pattern branded on my knees.",0,0,0,1,0
eng_train_track_a_00905,My arms start getting numb and achy and no way to lie makes them stop.,0,1,0,1,0
eng_train_track_a_01922,"I stood in the back and flipped through a book, my forehead deeply furrowed as though I was seriously seeking answers to the universe.",0,1,0,1,0
eng_train_track_a_01854,That's super weird.,0,1,0,0,1
eng_train_track_a_00982,He was convinced that his grandpa was still alive or whatever.,0,1,0,1,1
eng_train_track_a_00975,"He looks over and I realise how obvious I am with a huge grin on my face, looking suspicious.",0,1,1,0,0
eng_train_track_a_01288,I used to work for a UK energy company and through asking the right people the right questions I learned about the distribution gap.,0,0,1,0,0
eng_train_track_a_00108,I thought it was a joke.,0,1,0,0,1
eng_train_track_a_00732,Nevertheless I pulled my hand away.,0,1,0,0,0
eng_train_track_a_02243,"It was his (very crappy, white trash) dream car.",1,0,0,0,0
eng_train_track_a_01561,"I had been flung on top of the bike, and the handle bar was on my stomach.",0,1,0,1,0
eng_train_track_a_00464,"Lots of lies, deceit, and manipulation.",1,1,0,1,0
eng_train_track_a_02510,Maybe I need to take a full day of rest and not do anything exercise-related for one day to help my legs feel better.,0,1,0,1,0
eng_train_track_a_00469,They wanted to open the Femoral artery in my right leg and insert a long tube up towards my heart.,0,1,0,0,0
eng_train_track_a_01132,"bummed Well, I have survived the colonoscopy and the scope down my throat.",0,1,0,1,0
eng_train_track_a_01062,This guy started out OK but quickly became a fucking heroin addict.,1,1,0,1,1
eng_train_track_a_00596,""" As much as i urge for the answer no stranger seems to talk about it.",1,1,0,1,1
eng_train_track_a_00467,One time she showed up to my door wearing a long coat and nothing but stockings and heels underneath.,0,1,0,0,1
eng_train_track_a_00821,Please feel free to comment any questions,0,0,1,0,0
eng_train_track_a_01191,"We went out for pizza, everything was grand -- great conversation, no awkwardness -- until a friend of hers came up and started chatting, and then congratulated her on her new boyfriend, etc.",0,1,1,1,1
eng_train_track_a_02658,I was still worrying about the whole messed up situation when I felt an arm drape across my shoulders.,0,1,1,0,0
eng_train_track_a_02332,I again told myself to wake up.,0,1,0,1,0
eng_train_track_a_02646,The black lady was completely offended and started screaming at us.,1,1,0,0,1
eng_train_track_a_02679,He is still serving time in prison for drug trafficking.,1,1,0,1,0
eng_train_track_a_00579,"My last sentence was ""I know you're right but still"".",0,0,0,1,0
